Customer_ID,Num_CC,Dependents,Status_Checking_Acc,Credit_History,Purposre_Credit_Taken,Savings_Acc,Years_At_Present_Employment,Marital_Status_Gender,Other_Debtors_Guarantors,Other_Inst_Plans ,Housing,Job,Telephone,Foreign_Worker,Duration_binned,Credit_amount_binned,Age_binned,Default_On_Payment
101351,1,1,A14,A32,A44,A61,A72,A92,A101,A143,A151,A173,A192,A201,B10,B20,B30,0
101352,1,1,A12,A32,A42,A61,A73,A92,A101,A143,A152,A173,A191,A202,B10,B20,B31,1
101353,1,1,A14,A34,A41,A65,A71,A93,A101,A143,A152,A174,A192,A201,B11,B21,B32,0
101354,2,1,A11,A30,A43,A61,A73,A93,A101,A143,A151,A173,A192,A201,B11,B22,B31,1
101355,1,1,A14,A32,A46,A63,A75,A93,A101,A143,A153,A173,A192,A201,B10,B20,B33,0
101356,1,1,A12,A32,A40,A61,A72,A93,A101,A142,A152,A172,A191,A201,B12,B20,B30,1
101357,1,1,A14,A34,A43,A65,A75,A93,A102,A143,A152,A173,A192,A201,B11,B20,B33,0
101358,2,1,A14,A33,A43,A61,A73,A93,A101,A143,A152,A174,A192,A201,B13,B21,B31,1
101359,1,1,A14,A32,A43,A61,A73,A94,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
101360,1,1,A11,A32,A42,A61,A74,A92,A101,A143,A151,A173,A191,A201,B12,B20,B30,1
101361,1,1,A12,A32,A46,A65,A73,A93,A101,A143,A153,A173,A191,A201,B11,B20,B34,0
101362,1,1,A13,A32,A43,A65,A75,A93,A101,A143,A152,A174,A191,A201,B11,B21,B32,0
101363,2,1,A13,A33,A40,A61,A73,A92,A101,A142,A152,A173,A192,A201,B11,B20,B32,0
101364,1,1,A14,A32,A42,A61,A73,A94,A101,A143,A151,A173,A191,A201,B10,B20,B30,0
101365,1,1,A11,A32,A42,A61,A71,A93,A101,A143,A152,A171,A191,A201,B11,B20,B31,1
101366,1,1,A14,A32,A49,A61,A74,A93,A101,A143,A152,A173,A192,A201,B11,B20,B32,0
101367,2,1,A14,A34,A41,A61,A74,A93,A101,A143,A152,A173,A191,A201,B11,B21,B31,0
101368,1,1,A11,A32,A42,A61,A72,A92,A101,A143,A151,A173,A191,A201,B11,B21,B30,0
101369,1,2,A11,A32,A42,A61,A75,A93,A101,A143,A152,A173,A191,A201,B13,B21,B32,1
101370,1,1,A12,A32,A42,A61,A74,A92,A101,A143,A151,A173,A191,A201,B11,B21,B32,0
101371,1,1,A14,A32,A40,A65,A73,A93,A101,A143,A152,A173,A191,A201,B13,B21,B32,0
101372,2,1,A14,A34,A43,A61,A75,A93,A101,A143,A152,A173,A192,A201,B11,B22,B31,0
101373,2,1,A14,A34,A42,A61,A72,A92,A101,A143,A151,A173,A191,A201,B10,B20,B30,0
101374,1,1,A14,A34,A40,A65,A75,A93,A101,A141,A153,A174,A192,A201,B15,B25,B34,0
101375,2,1,A12,A31,A410,A62,A75,A92,A101,A141,A153,A174,A192,A201,B15,B25,B34,1
101376,1,1,A11,A31,A49,A61,A74,A92,A103,A143,A151,A173,A191,A201,B14,B23,B32,1
101377,2,1,A14,A33,A43,A61,A71,A94,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
101378,1,1,A14,A33,A43,A65,A75,A93,A101,A143,A153,A173,A191,A201,B10,B20,B32,0
101379,1,1,A12,A32,A40,A61,A75,A93,A101,A143,A153,A174,A192,A201,B13,B25,B34,1
101380,2,1,A14,A34,A40,A62,A73,A92,A101,A143,A152,A172,A191,A201,B10,B20,B33,0
101381,1,1,A11,A32,A42,A65,A74,A93,A101,A143,A152,A173,A192,A201,B11,B20,B32,0
101382,1,1,A12,A32,A41,A61,A71,A92,A101,A143,A153,A174,A192,A201,B11,B25,B32,1
101383,1,1,A14,A32,A40,A65,A74,A92,A101,A143,A151,A173,A191,A201,B11,B20,B31,0
101384,1,1,A13,A32,A40,A61,A72,A93,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
101385,2,1,A14,A33,A49,A62,A73,A93,A101,A143,A152,A172,A191,A201,B12,B21,B31,0
101386,2,1,A14,A34,A43,A61,A73,A92,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
101387,1,1,A14,A32,A43,A65,A72,A92,A101,A143,A151,A173,A192,A201,B11,B20,B30,0
101388,2,1,A12,A34,A42,A61,A71,A93,A101,A142,A152,A174,A192,A201,B11,B22,B32,0
101389,1,1,A12,A34,A49,A63,A73,A93,A101,A141,A152,A173,A191,A201,B11,B20,B31,0
101390,2,1,A14,A32,A49,A61,A74,A92,A101,A143,A152,A173,A191,A201,B10,B20,B31,0
101391,1,1,A14,A32,A40,A61,A73,A94,A101,A143,A152,A174,A192,A201,B11,B20,B31,0
101392,1,1,A12,A32,A42,A64,A72,A92,A101,A143,A151,A172,A191,A201,B11,B20,B30,0
101393,1,2,A11,A32,A40,A61,A74,A93,A101,A141,A153,A174,A192,A201,B13,B21,B32,0
101394,1,1,A11,A34,A43,A61,A74,A92,A101,A143,A152,A173,A191,A201,B10,B20,B31,0
101395,1,1,A14,A34,A42,A61,A71,A93,A101,A143,A152,A174,A191,A201,B10,B20,B31,0
101396,1,1,A12,A33,A46,A62,A74,A93,A101,A143,A151,A173,A192,A201,B13,B24,B31,0
101397,1,1,A11,A32,A42,A61,A71,A92,A101,A143,A153,A174,A191,A201,B11,B21,B34,0
101398,2,1,A11,A34,A42,A61,A73,A94,A101,A143,A152,A173,A192,A201,B13,B20,B33,0
101399,2,1,A12,A32,A40,A61,A75,A91,A101,A143,A151,A173,A191,A201,B11,B20,B33,1
101400,2,1,A14,A34,A43,A64,A73,A92,A101,A143,A152,A172,A191,A201,B12,B20,B32,0
101401,1,1,A14,A32,A43,A61,A72,A94,A101,A143,A152,A173,A192,A201,B11,B20,B32,0
101402,2,1,A12,A34,A49,A65,A73,A94,A101,A141,A152,A173,A191,A201,B11,B20,B31,0
101403,2,1,A14,A33,A49,A61,A72,A93,A101,A141,A152,A173,A192,A201,B12,B23,B31,1
101404,2,1,A14,A33,A40,A61,A73,A93,A101,A143,A152,A172,A191,A201,B11,B20,B31,0
101405,1,2,A12,A33,A40,A65,A75,A93,A101,A143,A152,A173,A191,A201,B11,B21,B32,0
101406,1,1,A12,A32,A43,A61,A72,A94,A101,A143,A152,A173,A192,A201,B12,B20,B30,1
101407,2,2,A14,A34,A41,A65,A74,A93,A101,A143,A152,A173,A192,A201,B12,B20,B32,0
101408,1,1,A11,A32,A43,A61,A72,A94,A101,A143,A152,A173,A191,A202,B11,B20,B31,0
101409,1,1,A14,A32,A43,A63,A75,A91,A101,A143,A152,A174,A192,A201,B12,B21,B31,0
101410,3,1,A13,A34,A40,A63,A74,A94,A101,A143,A152,A173,A192,A201,B11,B20,B31,1
101411,1,1,A12,A32,A43,A61,A75,A92,A101,A143,A152,A173,A192,A201,B12,B20,B30,0
101412,2,1,A14,A34,A41,A61,A74,A93,A101,A143,A152,A174,A192,A201,B12,B22,B32,0
101413,2,1,A14,A34,A49,A61,A71,A93,A101,A142,A152,A174,A192,A201,B11,B20,B32,1
101414,1,2,A14,A32,A40,A63,A73,A93,A101,A143,A151,A172,A191,A202,B10,B20,B32,0
101415,1,1,A11,A32,A40,A65,A73,A92,A101,A143,A152,A173,A191,A201,B12,B20,B32,1
101416,2,2,A14,A34,A41,A61,A75,A93,A101,A143,A152,A173,A192,A201,B13,B22,B32,0
101417,1,2,A11,A32,A40,A61,A72,A93,A101,A143,A152,A172,A191,A201,B11,B21,B31,1
101418,2,1,A11,A33,A46,A65,A73,A92,A101,A143,A151,A173,A192,A201,B11,B23,B30,0
101419,1,1,A14,A32,A40,A63,A74,A92,A101,A141,A152,A174,A191,A201,B11,B21,B31,0
101420,1,1,A12,A32,A40,A65,A73,A92,A101,A143,A152,A173,A191,A201,B11,B20,B31,1
101421,1,1,A14,A32,A40,A64,A74,A92,A101,A143,A151,A173,A191,A201,B11,B21,B30,0
101422,1,1,A12,A32,A41,A65,A73,A93,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
101423,2,2,A12,A34,A40,A61,A74,A93,A101,A143,A152,A172,A191,A201,B11,B20,B33,0
101424,2,1,A14,A33,A42,A62,A74,A93,A101,A143,A152,A174,A191,A201,B11,B20,B31,0
101425,1,1,A12,A32,A42,A65,A75,A92,A101,A141,A152,A173,A192,A201,B11,B21,B31,1
101426,1,1,A12,A32,A41,A61,A73,A94,A101,A143,A151,A173,A192,A201,B11,B21,B30,0
101427,2,1,A14,A34,A43,A61,A75,A93,A101,A143,A152,A173,A191,A201,B12,B21,B31,0
101428,2,1,A14,A34,A43,A64,A73,A93,A101,A143,A152,A173,A191,A201,B11,B20,B33,0
101429,1,1,A14,A32,A42,A61,A75,A93,A101,A143,A152,A173,A191,A201,B10,B20,B30,0
101430,3,2,A11,A34,A45,A61,A71,A92,A101,A143,A153,A171,A191,A201,B11,B20,B34,1
101431,1,1,A14,A32,A49,A61,A74,A93,A101,A143,A152,A172,A191,A201,B10,B21,B35,0
101432,2,1,A12,A32,A410,A61,A73,A93,A102,A141,A152,A174,A192,A201,B12,B24,B31,1
101433,3,1,A11,A34,A42,A61,A71,A93,A101,A143,A153,A174,A192,A201,B10,B20,B32,0
101434,2,1,A14,A34,A45,A61,A73,A91,A101,A143,A152,A173,A192,A201,B12,B20,B31,0
101435,1,1,A11,A32,A42,A61,A73,A93,A101,A143,A152,A173,A191,A201,B10,B20,B31,0
101436,1,1,A12,A32,A43,A65,A73,A94,A101,A143,A152,A173,A192,A201,B11,B20,B31,1
101437,1,1,A14,A32,A45,A63,A74,A94,A101,A143,A151,A172,A191,A201,B10,B20,B30,0
101438,2,1,A14,A34,A40,A64,A75,A92,A101,A143,A152,A173,A192,A201,B12,B20,B32,0
101439,2,1,A11,A34,A45,A61,A71,A93,A102,A143,A152,A171,A191,A201,B13,B21,B35,0
101440,1,1,A13,A31,A49,A61,A72,A92,A101,A143,A152,A171,A191,A201,B11,B20,B31,1
101441,1,1,A14,A32,A40,A61,A75,A93,A101,A143,A152,A174,A192,A201,B11,B20,B32,0
101442,1,1,A11,A32,A42,A61,A73,A92,A102,A143,A152,A173,A191,A201,B11,B20,B31,0
101443,2,1,A12,A33,A410,A61,A73,A93,A101,A141,A152,A173,A192,A201,B11,B21,B31,0
101444,1,2,A14,A32,A46,A61,A75,A93,A101,A141,A152,A172,A191,A201,B11,B20,B32,1
101445,1,1,A12,A34,A42,A61,A73,A92,A101,A143,A152,A174,A192,A201,B14,B22,B31,1
101446,2,1,A14,A34,A46,A65,A75,A92,A101,A143,A151,A172,A191,A201,B10,B20,B32,0
101447,1,1,A11,A32,A40,A61,A72,A92,A101,A143,A152,A173,A192,A201,B13,B20,B31,1
101448,1,1,A12,A32,A43,A61,A73,A93,A103,A143,A152,A173,A191,A201,B10,B21,B32,0
101449,1,1,A13,A32,A42,A65,A75,A92,A101,A143,A152,A174,A192,A201,B11,B20,B34,0
101450,2,1,A12,A33,A45,A64,A73,A94,A101,A142,A152,A173,A191,A201,B11,B20,B34,1
101451,1,1,A14,A34,A41,A65,A73,A93,A101,A143,A152,A174,A192,A201,B13,B24,B31,0
101452,1,1,A14,A32,A43,A61,A73,A92,A101,A143,A152,A173,A191,A201,B10,B20,B31,0
101453,2,1,A14,A30,A42,A61,A75,A93,A101,A143,A152,A173,A191,A201,B11,B21,B31,0
101454,1,1,A14,A32,A41,A61,A75,A93,A101,A143,A152,A174,A192,A201,B12,B21,B32,0
101455,1,1,A11,A32,A40,A61,A74,A93,A102,A143,A152,A173,A192,A201,B12,B21,B31,1
101456,1,1,A14,A32,A41,A61,A72,A92,A101,A143,A152,A174,A192,A201,B12,B21,B31,0
101457,2,2,A11,A34,A40,A61,A73,A93,A101,A143,A151,A173,A191,A201,B10,B21,B32,0
101458,1,1,A11,A32,A41,A61,A75,A93,A101,A143,A153,A173,A192,A201,B11,B21,B32,1
101459,1,1,A11,A32,A44,A61,A72,A92,A101,A143,A152,A173,A191,A201,B10,B20,B31,0
101460,1,1,A14,A32,A43,A61,A72,A93,A101,A143,A152,A173,A192,A201,B11,B21,B31,0
101461,1,2,A11,A32,A42,A61,A73,A93,A103,A143,A152,A173,A191,A201,B13,B21,B32,0
101462,1,1,A11,A32,A40,A61,A72,A93,A101,A143,A152,A173,A191,A201,B11,B20,B32,0
101463,1,1,A12,A32,A42,A61,A72,A92,A101,A143,A151,A174,A191,A201,B11,B21,B31,0
101464,2,1,A12,A32,A48,A65,A75,A93,A101,A143,A152,A173,A191,A201,B11,B20,B32,0
101465,2,1,A14,A32,A49,A61,A74,A93,A101,A142,A152,A173,A192,A201,B11,B20,B31,0
101466,1,2,A11,A32,A41,A61,A73,A93,A103,A141,A152,A173,A192,A201,B12,B21,B34,0
101467,1,1,A11,A33,A43,A61,A72,A92,A101,A143,A151,A172,A192,A201,B12,B20,B31,1
101468,2,2,A14,A33,A43,A65,A75,A93,A101,A141,A152,A173,A191,A201,B14,B22,B31,0
101469,2,1,A14,A33,A49,A61,A73,A92,A101,A143,A152,A173,A192,A201,B12,B21,B31,0
101470,2,1,A14,A33,A41,A61,A74,A93,A101,A143,A152,A172,A192,A201,B12,B21,B32,0
101471,1,1,A12,A32,A43,A62,A72,A94,A101,A143,A151,A173,A192,A201,B12,B21,B30,1
101472,1,1,A11,A32,A46,A61,A72,A92,A101,A143,A152,A173,A191,A201,B10,B20,B30,1
101473,1,1,A11,A32,A40,A61,A73,A93,A101,A143,A152,A172,A191,A201,B10,B20,B31,1
101474,1,2,A14,A32,A48,A65,A71,A93,A101,A143,A152,A174,A192,A201,B10,B20,B32,0
101475,1,1,A12,A34,A43,A61,A73,A94,A101,A143,A152,A173,A191,A201,B11,B20,B31,1
101476,1,1,A11,A30,A42,A61,A72,A92,A101,A143,A151,A173,A191,A201,B11,B21,B31,1
101477,1,1,A14,A32,A41,A63,A73,A93,A101,A143,A152,A173,A191,A201,B13,B21,B30,0
101478,1,1,A13,A32,A43,A61,A74,A93,A101,A141,A152,A173,A191,A201,B12,B22,B31,0
101479,1,1,A12,A32,A49,A62,A74,A93,A101,A143,A152,A172,A191,A201,B11,B20,B32,0
101480,2,2,A11,A34,A42,A61,A75,A93,A101,A143,A152,A173,A192,A201,B11,B20,B32,0
101481,1,1,A12,A34,A43,A61,A73,A92,A101,A143,A152,A172,A191,A201,B11,B21,B30,0
101482,1,1,A12,A32,A40,A61,A72,A93,A101,A143,A152,A173,A191,A201,B12,B20,B31,0
101483,2,1,A11,A32,A42,A64,A75,A92,A101,A143,A151,A173,A192,A201,B12,B21,B34,0
101484,2,1,A14,A33,A42,A64,A74,A92,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
101485,1,1,A14,A34,A40,A63,A73,A93,A101,A143,A152,A173,A192,A201,B11,B20,B32,0
101486,1,1,A12,A33,A40,A61,A71,A93,A101,A143,A152,A174,A192,A201,B10,B20,B33,1
101487,1,1,A14,A32,A43,A61,A73,A93,A101,A143,A152,A173,A192,A201,B11,B21,B33,0
101488,1,1,A14,A32,A40,A61,A75,A92,A102,A143,A153,A173,A192,A201,B12,B21,B34,0
101489,1,1,A14,A32,A40,A62,A73,A93,A101,A143,A151,A172,A191,A202,B10,B20,B32,0
101490,1,1,A14,A32,A40,A61,A73,A93,A103,A143,A151,A173,A191,A201,B10,B21,B31,0
101491,2,1,A14,A34,A43,A61,A75,A93,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
101492,2,1,A12,A30,A49,A61,A75,A92,A101,A143,A153,A174,A192,A201,B12,B23,B32,1
101493,2,1,A14,A34,A43,A62,A73,A92,A101,A143,A152,A173,A191,A201,B10,B20,B31,0
101494,1,1,A12,A32,A43,A65,A75,A93,A101,A143,A152,A173,A191,A201,B10,B20,B32,0
101495,2,2,A11,A34,A40,A61,A73,A93,A101,A143,A151,A172,A191,A202,B11,B20,B32,0
101496,1,1,A11,A32,A42,A65,A73,A94,A101,A143,A152,A173,A191,A201,B12,B21,B30,1
101497,1,1,A12,A32,A42,A62,A72,A93,A102,A143,A151,A174,A192,A201,B13,B23,B31,1
101498,2,1,A14,A34,A42,A61,A74,A93,A101,A143,A152,A173,A191,A201,B12,B20,B32,0
101499,1,1,A12,A32,A43,A61,A75,A94,A103,A143,A152,A172,A191,A201,B11,B20,B31,0
101500,2,2,A13,A34,A40,A62,A75,A91,A101,A143,A152,A173,A192,A201,B10,B20,B31,0
101501,1,1,A11,A32,A40,A61,A72,A92,A101,A143,A152,A173,A191,A201,B12,B21,B31,1
101502,1,2,A11,A32,A41,A61,A75,A93,A101,A143,A153,A173,A191,A201,B13,B22,B32,0
101503,1,1,A13,A32,A43,A62,A75,A91,A101,A143,A152,A173,A191,A201,B10,B20,B33,0
101504,2,2,A12,A34,A43,A62,A72,A93,A101,A141,A152,A173,A191,A201,B12,B20,B32,1
101505,1,1,A11,A32,A40,A61,A72,A92,A101,A143,A151,A173,A191,A201,B12,B20,B30,1
101506,1,1,A14,A32,A40,A65,A73,A93,A103,A143,A152,A172,A191,A201,B10,B20,B31,1
101507,1,1,A13,A34,A41,A63,A73,A93,A101,A143,A152,A173,A192,A201,B11,B20,B32,0
101508,1,2,A12,A31,A40,A62,A71,A93,A101,A143,A152,A174,A192,A201,B11,B22,B31,1
101509,1,1,A14,A32,A43,A61,A73,A94,A101,A143,A152,A173,A191,A201,B12,B20,B31,0
101510,1,1,A14,A32,A41,A62,A75,A93,A101,A143,A152,A174,A192,A201,B13,B23,B33,0
101511,1,1,A11,A32,A40,A61,A74,A93,A101,A143,A152,A173,A191,A201,B11,B20,B31,1
101512,1,1,A14,A32,A41,A61,A73,A93,A101,A143,A153,A174,A192,A201,B13,B21,B31,0
101513,1,1,A13,A32,A49,A61,A74,A93,A101,A143,A151,A173,A192,A201,B11,B21,B31,0
101514,2,1,A12,A33,A43,A61,A73,A94,A102,A143,A151,A173,A191,A201,B11,B20,B30,0
101515,1,1,A14,A32,A40,A65,A72,A93,A101,A143,A152,A173,A191,A201,B12,B20,B33,0
101516,2,1,A11,A34,A40,A61,A74,A92,A101,A143,A152,A173,A191,A202,B10,B20,B32,0
101517,1,2,A11,A34,A40,A61,A72,A93,A101,A143,A152,A172,A191,A202,B10,B20,B32,0
101518,2,1,A14,A34,A42,A61,A72,A92,A101,A143,A151,A173,A192,A201,B13,B22,B30,1
101519,1,1,A11,A32,A40,A62,A75,A93,A101,A143,A152,A173,A192,A201,B10,B20,B32,0
101520,2,1,A14,A34,A43,A65,A75,A93,A101,A143,A153,A173,A191,A201,B10,B20,B32,0
101521,2,1,A14,A34,A45,A61,A75,A93,A101,A143,A153,A173,A191,A201,B12,B22,B32,0
101522,1,1,A11,A32,A43,A61,A73,A92,A101,A143,A152,A173,A191,A201,B11,B21,B30,1
101523,2,2,A11,A30,A42,A61,A73,A93,A101,A143,A153,A173,A191,A201,B14,B22,B33,1
101524,1,1,A14,A32,A41,A62,A74,A92,A101,A143,A152,A173,A191,A201,B12,B21,B30,0
101525,1,2,A12,A32,A43,A61,A73,A92,A103,A143,A152,A172,A191,A201,B11,B20,B31,0
101526,2,1,A12,A32,A41,A61,A72,A93,A101,A143,A152,A173,A191,A201,B12,B23,B31,0
101527,1,1,A14,A34,A46,A62,A73,A92,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
101528,2,2,A14,A34,A43,A61,A74,A93,A101,A143,A152,A172,A191,A201,B10,B20,B32,0
101529,1,1,A11,A32,A43,A61,A73,A91,A101,A143,A151,A173,A191,A201,B13,B20,B31,1
101530,1,2,A11,A32,A40,A61,A72,A93,A101,A143,A152,A172,A192,A201,B10,B20,B32,0
101531,2,2,A12,A32,A46,A61,A74,A93,A101,A143,A152,A173,A191,A201,B13,B20,B31,0
101532,2,1,A12,A32,A40,A62,A73,A92,A101,A143,A151,A173,A192,A201,B11,B21,B31,1
101533,1,1,A14,A33,A41,A61,A73,A94,A101,A143,A151,A173,A191,A201,B11,B20,B32,0
101534,1,1,A14,A32,A43,A62,A74,A94,A101,A143,A152,A173,A192,A201,B12,B20,B31,0
101535,2,1,A14,A32,A43,A65,A72,A93,A101,A143,A152,A173,A191,A201,B12,B21,B31,0
101536,1,1,A13,A34,A46,A61,A72,A91,A101,A143,A151,A173,A191,A201,B11,B20,B31,1
101537,1,1,A11,A32,A40,A65,A71,A92,A101,A143,A152,A174,A192,A201,B10,B20,B35,0
101538,1,1,A12,A34,A42,A61,A75,A92,A101,A143,A152,A173,A192,A201,B11,B21,B32,0
101539,1,1,A11,A32,A40,A61,A75,A93,A101,A141,A153,A174,A191,A201,B14,B23,B32,1
101540,1,1,A13,A32,A42,A61,A72,A92,A101,A142,A152,A172,A191,A201,B11,B21,B33,0
101541,1,1,A12,A32,A43,A61,A72,A94,A101,A143,A151,A173,A191,A201,B11,B20,B30,1
101542,2,1,A14,A33,A40,A61,A75,A93,A101,A143,A153,A173,A192,A201,B12,B20,B34,0
101543,1,1,A11,A32,A42,A65,A75,A93,A101,A143,A152,A173,A191,A201,B12,B22,B31,1
101544,1,2,A13,A32,A42,A61,A73,A93,A101,A143,A152,A172,A191,A201,B11,B21,B31,1
101545,2,1,A14,A34,A40,A61,A75,A93,A101,A143,A152,A172,A191,A201,B11,B20,B34,0
101546,2,2,A11,A33,A40,A61,A71,A93,A101,A143,A153,A173,A191,A201,B12,B20,B32,1
101547,1,1,A14,A34,A40,A61,A73,A92,A101,A143,A152,A173,A192,A201,B12,B20,B32,0
101548,1,2,A14,A32,A43,A61,A74,A93,A101,A141,A152,A173,A191,A201,B12,B20,B31,0
101549,1,1,A11,A31,A43,A61,A73,A92,A101,A141,A152,A172,A191,A201,B11,B20,B30,1
101550,2,1,A14,A34,A41,A65,A74,A93,A101,A143,A153,A173,A192,A201,B14,B23,B32,0
101551,2,1,A14,A34,A45,A65,A74,A92,A101,A143,A152,A173,A191,A201,B11,B20,B30,0
101552,1,2,A14,A31,A43,A63,A75,A93,A101,A141,A152,A172,A191,A201,B10,B20,B33,0
101553,2,1,A11,A32,A43,A61,A74,A94,A103,A143,A152,A173,A192,A201,B14,B22,B31,1
101554,1,1,A12,A34,A40,A62,A72,A93,A101,A143,A152,A173,A191,A201,B11,B20,B31,0
101555,2,1,A12,A32,A46,A61,A74,A92,A101,A143,A152,A174,A192,A201,B10,B20,B35,0
101556,1,1,A12,A32,A43,A61,A72,A93,A101,A142,A152,A173,A191,A201,B11,B20,B30,1
101557,2,1,A12,A30,A40,A62,A72,A92,A101,A143,A152,A173,A191,A201,B11,B20,B31,1
101558,2,1,A14,A30,A40,A65,A73,A92,A101,A141,A152,A173,A192,A201,B11,B22,B31,1
101559,1,1,A11,A31,A42,A61,A74,A93,A101,A141,A152,A173,A191,A201,B12,B21,B31,1
101560,2,1,A12,A34,A42,A61,A72,A93,A101,A143,A152,A172,A191,A201,B11,B20,B31,1
101561,1,2,A11,A32,A41,A65,A75,A93,A101,A141,A153,A173,A192,A201,B12,B21,B33,0
101562,1,1,A11,A31,A43,A61,A74,A93,A103,A141,A151,A172,A191,A201,B12,B20,B30,1
101563,1,1,A13,A33,A43,A61,A72,A92,A101,A141,A152,A173,A191,A201,B10,B20,B31,0
101564,1,1,A12,A32,A40,A65,A73,A93,A101,A143,A153,A173,A192,A201,B13,B24,B32,1
101565,2,1,A12,A33,A49,A65,A73,A93,A101,A141,A152,A174,A192,A201,B12,B21,B32,0
101566,2,1,A12,A33,A43,A62,A74,A92,A101,A143,A151,A173,A192,A201,B12,B20,B30,0
101567,1,1,A11,A32,A40,A61,A74,A91,A101,A143,A152,A173,A191,A201,B11,B20,B32,1
101568,1,1,A14,A34,A43,A64,A75,A93,A101,A143,A152,A173,A191,A201,B12,B21,B31,0
101569,2,2,A12,A32,A43,A65,A74,A93,A101,A143,A152,A173,A192,A201,B14,B21,B32,0
101570,1,1,A11,A32,A43,A61,A73,A92,A101,A143,A152,A173,A192,A201,B14,B22,B31,1
101571,1,1,A11,A32,A42,A61,A72,A92,A101,A143,A151,A172,A192,A201,B12,B21,B30,1
101572,1,1,A14,A34,A43,A61,A74,A93,A102,A143,A152,A173,A191,A201,B12,B22,B32,0
101573,1,1,A14,A32,A41,A65,A71,A92,A101,A143,A151,A174,A192,A201,B12,B22,B31,0
101574,1,1,A11,A32,A49,A61,A73,A92,A101,A143,A152,A172,A191,A201,B11,B20,B30,0
101575,2,1,A12,A32,A43,A61,A75,A93,A101,A143,A152,A172,A191,A201,B10,B20,B31,0
101576,2,1,A14,A34,A42,A61,A74,A92,A102,A141,A152,A173,A191,A201,B11,B21,B30,0
101577,1,1,A12,A32,A43,A61,A74,A92,A101,A143,A152,A173,A191,A201,B11,B21,B31,0
101578,2,1,A14,A34,A46,A65,A73,A92,A101,A143,A152,A173,A192,A201,B12,B20,B31,0
101579,2,1,A12,A34,A40,A61,A72,A91,A101,A143,A152,A173,A191,A201,B13,B21,B31,1
101580,2,1,A14,A32,A48,A61,A72,A94,A101,A143,A152,A172,A191,A201,B12,B20,B31,0
101581,2,1,A12,A34,A40,A61,A75,A93,A103,A141,A152,A173,A191,A201,B11,B20,B31,1
101582,2,2,A12,A34,A40,A61,A72,A93,A101,A141,A152,A172,A191,A201,B11,B21,B33,0
101583,1,1,A14,A32,A42,A61,A73,A92,A101,A143,A151,A173,A191,A201,B10,B20,B31,0
101584,1,1,A12,A32,A45,A61,A72,A93,A101,A143,A151,A172,A191,A201,B13,B20,B31,1
101585,1,1,A14,A32,A40,A65,A75,A92,A101,A143,A153,A174,A192,A201,B11,B20,B33,0
101586,1,1,A11,A32,A42,A61,A73,A92,A101,A141,A151,A173,A191,A201,B11,B20,B30,1
101587,2,2,A11,A34,A40,A61,A73,A93,A101,A143,A151,A173,A191,A201,B10,B21,B32,0
101588,1,1,A11,A32,A42,A61,A73,A93,A103,A143,A152,A172,A191,A201,B11,B20,B30,0
101589,1,1,A11,A32,A44,A61,A73,A94,A101,A143,A152,A172,A192,A201,B11,B20,B33,1
101590,2,1,A11,A34,A42,A61,A75,A93,A101,A143,A152,A173,A191,A201,B11,B20,B34,1
101591,4,1,A11,A34,A43,A61,A74,A92,A101,A143,A152,A172,A192,A201,B11,B20,B34,0
101592,2,1,A12,A33,A40,A65,A73,A92,A101,A143,A151,A173,A192,A201,B12,B20,B32,0
101593,1,1,A14,A32,A49,A64,A75,A92,A101,A141,A152,A172,A191,A201,B11,B20,B32,0
101594,1,1,A12,A32,A40,A61,A73,A92,A101,A143,A151,A172,A192,A201,B12,B21,B30,1
101595,1,1,A11,A31,A410,A65,A75,A93,A101,A142,A152,A174,A192,A201,B12,B20,B32,1
101596,1,1,A12,A31,A40,A62,A72,A92,A101,A142,A152,A172,A191,A201,B10,B20,B31,1
101597,2,1,A11,A32,A40,A61,A74,A92,A101,A143,A151,A173,A191,A201,B12,B20,B30,1
101598,3,1,A12,A30,A49,A61,A73,A93,A101,A143,A152,A172,A192,A201,B12,B21,B32,1
101599,2,1,A14,A34,A40,A61,A74,A93,A101,A141,A152,A173,A191,A201,B11,B21,B31,1
101600,1,1,A14,A33,A49,A61,A73,A93,A101,A143,A153,A173,A191,A201,B12,B21,B31,0
101601,1,1,A12,A32,A43,A61,A72,A92,A103,A143,A152,A173,A191,A201,B10,B20,B33,0
101602,1,1,A12,A32,A42,A61,A73,A92,A101,A143,A152,A173,A191,A201,B10,B20,B31,1
101603,1,1,A12,A31,A46,A61,A74,A92,A101,A141,A153,A172,A191,A201,B12,B20,B31,1
101604,1,1,A14,A32,A42,A61,A73,A92,A101,A143,A152,A174,A192,A201,B13,B21,B31,1
101605,1,1,A13,A32,A42,A61,A72,A92,A101,A143,A152,A173,A191,A201,B10,B20,B30,0
101606,1,1,A11,A31,A42,A63,A73,A93,A101,A142,A152,A173,A192,A201,B12,B21,B30,0
